repo, precision
fbt.git, 0.953
ac-nh-turnip-prices.git, 0.883
startbootstrap-clean-blog.git, 1.000
cool-ascii-faces.git, 0.429
aleph.git, 0.899
calla.git, 0.881
lbry-desktop.git, 0.963
content.git, 0.878
doodlemaster.git, 0.828
cuckoo.git, 0.944
fdir.git, 0.964
shifty.git, 0.650
apachecn-algo-zh.git, 0.391
redux-mock-store.git, 0.981
engine.io.git, 0.901
noflo.git, 0.952
nylas-mail.git, 0.953
redux-actions.git, 0.899
vue-cnodejs.git, 0.934
