repo, support, full_support
esfera.git, 2461, 7103
shakespurrean-twitter-bot.git, 36542, 43113
src_test.git, 157, 3045
c-counter.git, 572, 1451
reg-test.git, 11508, 18040
myblog.git, 257110, 267285
fantasticfour.git, 9968, 10857
micran.git, 15848, 29682
pslab-desktop.git, 38988, 57855
phogo_v2.git, 4533, 6519
magrit.git, 162137, 196054
nwa.git, 18170, 22722
naumachia-challenges.git, 65766, 108899
mica.git, 134659, 170741
cursos.git, 31895, 37289
new-print-archive.git, 631, 1947
