url,to,from
"https://github.com/nodejs/node.git","a1fac5b9a5979b049446c05ab961819fda843e29","d408ee1be31f94c20397baeb0a1740b4a0d8167c"
"https://github.com/webpack/webpack.git","fcdd04a833943394bbb0a9eeb54a962a24cc7e41","88610d738ff78fa3fb7f859ee284c632bca42a24"
"https://github.com/meteor/meteor.git","39ab32f6038b36e680cb3bfb46bec2ee3310a844","0e9660097d8243897218c4068e2e6976faf65607"
"https://github.com/facebook/react.git","5634ed16aaba4a507844f0502953abcf40e3a165","5374919033fd6bc52ed7522b2ba34cdc80b4f570"
"https://github.com/atom/atom.git","9c76dd190f7507aa41cb9582647c211c801fc87c","94fed2f97c2c819724959d319009261f2c240013"
"https://github.com/facebook/react-native.git","9b4f8e01442356f820e135fae3849063b2b8c92c","7d5383eea89c8addcc553ab52b2db9e908ebab2f"
"https://github.com/jquery/jquery.git","2f8f39e457c32c454c50545b0fdaa1d7a4a2f8bd","b930d14ce64937e9478405eee2828d4da091d2cb"
"https://github.com/freecodecamp/freecodecamp.git","3133723f4a3045544b43164bedeaa060158accb5","925c19efd1726c4626b47ff3857d479af7304199"
"https://github.com/expressjs/express.git","884e080a19015a81a46aef73792be12ad3220715","24fce9deb374e7259f518e0bd69da8dffb6e282d"
"https://github.com/30-seconds/30-seconds-of-code.git","c93a5b9215be7e8f1c037689fba8b52cb6c20e33","d85785b54026a6c3e93359e84898aa9f6022d4c7"
"https://github.com/nodejs/citgm.git","5fd10b4af59f91c2640dc9982811385fc991e2cc","b92578038a3cd12837ab701a18a88b9b3a9160b9"
"https://github.com/axios/axios.git","e9965bfafc82d8b42765705061b9ebe2d5532493","77f0ae4f61e04ec5982eba171b1b7bb0b94569b7"
"https://github.com/facebook/create-react-app.git","749a76d291d6b07681d0941eeb23112c6970d3c4","8d1a4f2fce291c5ebe236b92ff79fe72a8c48a3b"
"https://github.com/hakimel/reveal.js.git","b18f12d964ef80bd9ffb061aae48ff4c15fb43ad","cce59072dcfbc0b4e377bcdef259e1b0c2b187c4"
"https://github.com/googlechromelabs/carlo.git","8f2cbfedf381818792017fe53651fe07f270bb96","3e76b05c97efb390701727b0a29a9e1d89d0a22b"
