project_id,substore,url,is_fork,is_archived,is_disabled,stars,watchers,size,open_issues,buggy_issues,all_issues,issues,forks,subscribers,language,lifetime,has_issues,has_downloads,has_wiki,has_pages,created,updated,pushed,default_branch,license,homepage,description,heads,commits,authors,committers,users
851,SmallProjects,https://github.com/wepe/o2o-coupon-usage-forecast.git,false,false,false,1328,1328,1338,8,,,,842,66,Python,25663778,true,true,true,false,1482758660,1629599307,1520489205,"master","","","1st Place Solution for O2O Coupon Usage Forecast",1,857,48,25,49
852,SmallProjects,https://github.com/wh0ale/src-experience.git,false,false,false,985,985,52194,0,,,,279,37,Python,25667224,true,true,true,false,1551514619,1629189837,1551516460,"master","","","工欲善其事，必先利其器",1,866,48,25,49
857,SmallProjects,https://github.com/winfrid61/simple-todos.git,false,false,false,0,0,20,0,,,,0,1,JavaScript,25715450,true,true,true,false,1587708609,1587721344,1587721341,"master","","","",1,871,49,25,50
864,TypeScript,https://github.com/booster-labs/rocket-booster.git,false,false,false,1439,1439,3167,11,,,,516,23,TypeScript,62876722,true,true,true,false,1504971721,1630074808,1629968102,"master","MIT License","https://booster.js.org","🚀 Lightweight and scalable reverse proxy and load balancing library built for Cloudflare Workers.",2,1035,66,27,67
868,SmallProjects,https://github.com/xuluchen/todo.git,false,false,false,0,0,48,0,,,,0,0,Python,26154919,true,true,true,false,1475915843,1475916617,1475924552,"master","","","",1,892,49,25,50
870,SmallProjects,https://github.com/yangjiandong/filmaster.git,false,false,false,4,4,9548,0,,,,1,2,Python,26163021,true,true,true,false,1338111184,1622124327,1338111493,"master","","","django demo app 's filmaster",1,894,49,25,50
872,SmallProjects,https://github.com/yaty/todolist-archi.git,false,false,false,0,0,323,5,,,,0,2,JavaScript,27891670,true,true,true,false,1587503006,1587503136,1628755615,"master","","","",6,919,49,25,50
876,SmallProjects,https://github.com/yosefda/tekmo.git,false,false,false,0,0,1505,5,,,,0,1,JavaScript,30301117,true,true,true,false,1575628417,1575628637,1622912228,"master","Apache License 2.0","","",6,955,51,26,52
877,SmallProjects,https://github.com/younameit01/hyf-homework-nodejs-3.git,false,false,false,0,0,239,1,,,,0,1,JavaScript,31527939,true,true,true,false,1584817025,1584817033,1584817029,"master","","https://lab.github.com/M3kH/create-rest-server-with-nodejs-and-express","",5,963,52,26,53
879,SmallProjects,https://github.com/yulongkelly/academic-anonymous.git,false,false,false,0,0,240,0,,,,0,1,JavaScript,33420325,true,true,true,false,1581862781,1581863528,1581863526,"master","","","",1,965,53,26,54
882,SmallProjects,https://github.com/zatorck/przyklady-vue-kurs.git,false,false,false,0,0,383,0,,,,0,1,JavaScript,39470252,true,true,true,false,1586721127,1611788102,1611788147,"master","","","https://www.udemy.com/course/vuejs-tworzenie-aplikacji-webowych/",1,974,56,26,57
884,SmallProjects,https://github.com/zck119/3dgan-release.git,false,false,false,752,752,15,2,,,,190,48,Python,40947506,true,true,true,false,1481601250,1629744256,1508619218,"master","","http://3dgan.csail.mit.edu","3D Generative Adversarial Network",1,978,58,26,59
886,SmallProjects,https://github.com/zemuncity/merge-conflicts-suck.git,false,false,false,0,0,0,0,,,,0,1,JavaScript,41003000,true,true,true,false,1587971717,1587973305,1587973303,"master","","","",1,979,58,26,59
889,SmallProjects,https://github.com/zhuinfo/django-erp.git,false,false,false,976,976,1299,27,,,,706,101,Python,51053628,true,true,true,false,1438232363,1629008714,1615558045,"master","","","Django-ERP是一款基于Django开发的ERP管理软件，包含常用的销售管理、采购管理、库存管理、组织管理等，支持按项目归集费用，支持工作流审批，支持采购单、报价单的批量导入。",1,987,62,26,63
891,SmallProjects,https://github.com/zictcian/angularcs.git,false,false,false,0,0,2105,0,,,,0,1,JavaScript,51557033,true,true,true,false,1584982095,1584985956,1584985954,"master","","","",1,989,63,26,64
