repo, support, full_support
random-code.git, 512, 2334
catboard.git, 4736, 8367
cents_trip.git, 2490, 7244
sgtk.git, 86697, 99141
jadeocr.git, 644, 2059
streeteats.git, 7957, 16877
python-thermostat.git, 2484, 4122
alaio-oracle.git, 1276, 6014
visualization-for-transportation.git, 4355, 19468
muxi-cs103.git, 48782, 50715
django_by_example.git, 395, 654
