repo, labels
weatherstation-project.git, 6
escape_trumps_america.git, 8
personalcalculatorapp.git, 3
ghosttext.git, 4
afm-client.git, 10
ipytracer.git, 6
leetcode-javascript.git, 9
small-useful-and-fun-codes.git, 6
skinnefy.git, 7
algorithm.git, 6
interactive-tabletop-projected-old.git, 7
savia2html.git, 10
code-examples.git, 4
fb_backend.git, 10
kmera.git, 5
passivedatakit-django.git, 10
