repo, precision
imlachchatt.git, 0.945
sports_shop_fullstack.git, 1.000
qixiang.git, 0.856
apprend.git, 0.899
hogwarts-london-web-career-042219.git, 0.918
udemy_nodejs.git, 0.946
patstagram.git, 0.846
hair-shop-cap.git, 0.913
reciperoost.git, 0.920
cocktail-manual.git, 0.901
employee-referral.git, 0.952
sauti-studio-fe-v2.git, 0.869
project3.git, 0.882
colesnyder.github.io.git, 0.970
run_tracker.git, 0.934
overlook.git, 0.926
fcqa.git, 0.994
sonos.git, 0.930
m.git, 0.913
xnote.git, 0.952
